"trial","subject","R","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
2126,7,"r1",4,1.59,5,1,4,"69c28f25453a93389c4e0d53"
2127,7,"r1",4,1.812,5,1,4,"69c28f25453a93389c4e0d53"
2128,7,"r1",2,2.385,5,1,2,"69c28f25453a93389c4e0d53"
2129,7,"r2",8,2.764,5,0,5,"69c28f25453a93389c4e0d53"
2130,7,"r1",6,1.924,5,1,6,"69c28f25453a93389c4e0d53"
2131,7,"r2",8,2.094,5,0,5,"69c28f25453a93389c4e0d53"
2132,7,"r2",3,1.547,5,0,5,"69c28f25453a93389c4e0d53"
2133,7,"r2",2,1.44,5,0,5,"69c28f25453a93389c4e0d53"
2134,7,"r2",6,2.915,5,0,5,"69c28f25453a93389c4e0d53"
2135,7,"r2",6,3.339,5,0,5,"69c28f25453a93389c4e0d53"
2136,7,"r1",7,1.812,5,1,7,"69c28f25453a93389c4e0d53"
2137,7,"r1",3,1.959,5,1,3,"69c28f25453a93389c4e0d53"
2138,7,"r1",2,1.035,5,1,2,"69c28f25453a93389c4e0d53"
2139,7,"r1",7,1.903,5,1,7,"69c28f25453a93389c4e0d53"
2140,7,"r1",7,1.266,5,1,7,"69c28f25453a93389c4e0d53"
2141,7,"r2",8,2.727,5,0,5,"69c28f25453a93389c4e0d53"
2142,7,"r2",8,3.1,5,0,5,"69c28f25453a93389c4e0d53"
2143,7,"r1",7,1.664,5,1,7,"69c28f25453a93389c4e0d53"
2144,7,"r1",4,1.481,5,1,4,"69c28f25453a93389c4e0d53"
2145,7,"r1",2,1.388,5,1,2,"69c28f25453a93389c4e0d53"
2146,7,"r1",4,1.432,5,1,4,"69c28f25453a93389c4e0d53"
2147,7,"r1",2,2.503,5,1,2,"69c28f25453a93389c4e0d53"
2148,7,"r2",7,2.051,5,0,5,"69c28f25453a93389c4e0d53"
2149,7,"r1",4,4.157,5,1,4,"69c28f25453a93389c4e0d53"
2150,7,"r2",8,3.76,5,0,5,"69c28f25453a93389c4e0d53"
2151,7,"r2",6,1.829,5,0,5,"69c28f25453a93389c4e0d53"
2152,7,"r1",7,3.009,5,1,7,"69c28f25453a93389c4e0d53"
2153,7,"r2",6,2.86,5,0,5,"69c28f25453a93389c4e0d53"
2154,7,"r1",8,2.279,5,1,8,"69c28f25453a93389c4e0d53"
2155,7,"r1",3,3.157,5,1,3,"69c28f25453a93389c4e0d53"
2156,7,"r2",3,1.437,5,0,5,"69c28f25453a93389c4e0d53"
2157,7,"r1",4,1.909,5,1,4,"69c28f25453a93389c4e0d53"
2158,7,"r2",8,1.963,5,0,5,"69c28f25453a93389c4e0d53"
2159,7,"r1",2,1.468,5,1,2,"69c28f25453a93389c4e0d53"
2160,7,"r1",7,3.523,5,1,7,"69c28f25453a93389c4e0d53"
2161,7,"r2",8,1.713,5,0,5,"69c28f25453a93389c4e0d53"
2162,7,"r1",3,4.495,5,1,3,"69c28f25453a93389c4e0d53"
2163,7,"r2",7,4.038,5,0,5,"69c28f25453a93389c4e0d53"
2164,7,"r1",6,1.479,5,1,6,"69c28f25453a93389c4e0d53"
2165,7,"r2",6,2.32,5,0,5,"69c28f25453a93389c4e0d53"
2166,7,"r1",4,3.455,5,1,4,"69c28f25453a93389c4e0d53"
2167,7,"r1",4,1.665,5,1,4,"69c28f25453a93389c4e0d53"
2168,7,"r1",8,1.225,5,1,8,"69c28f25453a93389c4e0d53"
2169,7,"r1",2,1.635,5,1,2,"69c28f25453a93389c4e0d53"
2170,7,"r2",6,2.572,5,0,5,"69c28f25453a93389c4e0d53"
2171,7,"r1",6,2.257,5,1,6,"69c28f25453a93389c4e0d53"
2172,7,"r1",4,1.262,5,1,4,"69c28f25453a93389c4e0d53"
2173,7,"r1",6,1.174,5,1,6,"69c28f25453a93389c4e0d53"
2174,7,"r1",7,4.275,5,1,7,"69c28f25453a93389c4e0d53"
2175,7,"r1",8,2.441,5,1,8,"69c28f25453a93389c4e0d53"
2176,7,"r2",4,2.392,5,0,5,"69c28f25453a93389c4e0d53"
2177,7,"r2",7,3.393,5,0,5,"69c28f25453a93389c4e0d53"
2178,7,"r1",2,2.402,5,1,2,"69c28f25453a93389c4e0d53"
2179,7,"r1",8,3.453,5,1,8,"69c28f25453a93389c4e0d53"
2180,7,"r2",7,1.881,5,0,5,"69c28f25453a93389c4e0d53"
2181,7,"r1",3,2.972,5,1,3,"69c28f25453a93389c4e0d53"
2182,7,"r1",8,1.085,5,1,8,"69c28f25453a93389c4e0d53"
2183,7,"r1",3,2.027,5,1,3,"69c28f25453a93389c4e0d53"
2184,7,"r1",4,0.942,5,1,4,"69c28f25453a93389c4e0d53"
2185,7,"r1",6,1.122,5,1,6,"69c28f25453a93389c4e0d53"
2186,7,"r1",2,2.299,5,1,2,"69c28f25453a93389c4e0d53"
2187,7,"r1",3,1.626,5,1,3,"69c28f25453a93389c4e0d53"
2188,7,"r1",3,2.07,5,1,3,"69c28f25453a93389c4e0d53"
2189,7,"r1",6,0.869,5,1,6,"69c28f25453a93389c4e0d53"
2190,7,"r1",7,0.858,5,1,7,"69c28f25453a93389c4e0d53"
2191,7,"r1",2,0.988,5,1,2,"69c28f25453a93389c4e0d53"
2192,7,"r2",6,2.271,5,0,5,"69c28f25453a93389c4e0d53"
2193,7,"r1",4,3.046,5,1,4,"69c28f25453a93389c4e0d53"
2194,7,"r1",2,2.202,5,1,2,"69c28f25453a93389c4e0d53"
2195,7,"r1",8,3.911,5,1,8,"69c28f25453a93389c4e0d53"
2196,7,"r1",4,1.675,5,1,4,"69c28f25453a93389c4e0d53"
2197,7,"r1",3,1.266,5,1,3,"69c28f25453a93389c4e0d53"
2198,7,"r1",7,1.107,5,1,7,"69c28f25453a93389c4e0d53"
2199,7,"r1",7,1.345,5,1,7,"69c28f25453a93389c4e0d53"
2200,7,"r2",8,2.995,5,0,5,"69c28f25453a93389c4e0d53"
2201,7,"r2",8,1.863,5,0,5,"69c28f25453a93389c4e0d53"
2202,7,"r2",6,3.91,5,0,5,"69c28f25453a93389c4e0d53"
2203,7,"r1",2,3.588,5,1,2,"69c28f25453a93389c4e0d53"
2204,7,"r1",4,2.232,5,1,4,"69c28f25453a93389c4e0d53"
2205,7,"r1",7,1.924,5,1,7,"69c28f25453a93389c4e0d53"
2206,7,"r1",3,1.516,5,1,3,"69c28f25453a93389c4e0d53"
2207,7,"r2",6,3.742,5,0,5,"69c28f25453a93389c4e0d53"
2208,7,"r1",2,2.358,5,1,2,"69c28f25453a93389c4e0d53"
2209,7,"r1",2,1.758,5,1,2,"69c28f25453a93389c4e0d53"
2210,7,"r1",7,1.737,5,1,7,"69c28f25453a93389c4e0d53"
2211,7,"r2",8,2.541,5,0,5,"69c28f25453a93389c4e0d53"
2212,7,"r2",7,2.333,5,0,5,"69c28f25453a93389c4e0d53"
2213,7,"r1",3,1.912,5,1,3,"69c28f25453a93389c4e0d53"
2214,7,"r1",4,2.141,5,1,4,"69c28f25453a93389c4e0d53"
2215,7,"r1",4,2.19,5,1,4,"69c28f25453a93389c4e0d53"
2216,7,"r1",6,3.958,5,1,6,"69c28f25453a93389c4e0d53"
2217,7,"r2",8,3.512,5,0,5,"69c28f25453a93389c4e0d53"
2218,7,"r1",3,1.656,5,1,3,"69c28f25453a93389c4e0d53"
2219,7,"r1",3,1.866,5,1,3,"69c28f25453a93389c4e0d53"
2220,7,"r2",8,2.029,5,0,5,"69c28f25453a93389c4e0d53"
2221,7,"r2",7,2.933,5,0,5,"69c28f25453a93389c4e0d53"
2222,7,"r1",2,2.114,5,1,2,"69c28f25453a93389c4e0d53"
2223,7,"r2",6,3.483,5,0,5,"69c28f25453a93389c4e0d53"
2224,7,"r1",4,2.221,5,1,4,"69c28f25453a93389c4e0d53"
2225,7,"r1",8,0.876,5,1,8,"69c28f25453a93389c4e0d53"
2226,7,"r2",7,1.705,5,0,5,"69c28f25453a93389c4e0d53"
2227,7,"r1",7,1.636,5,1,7,"69c28f25453a93389c4e0d53"
2228,7,"r2",4,2.386,5,0,5,"69c28f25453a93389c4e0d53"
2229,7,"r1",2,2.625,5,1,2,"69c28f25453a93389c4e0d53"
2230,5,"r2",8,1.284,5,0,5,"69b6dac24f3a298e81b97889"
2231,5,"r2",8,2.223,5,0,5,"69b6dac24f3a298e81b97889"
2232,5,"r1",3,1.336,5,1,3,"69b6dac24f3a298e81b97889"
2233,5,"r2",4,1.46,5,0,5,"69b6dac24f3a298e81b97889"
2234,5,"r1",2,1.248,5,1,2,"69b6dac24f3a298e81b97889"
2235,5,"r2",6,2.184,5,0,5,"69b6dac24f3a298e81b97889"
2236,5,"r2",4,2.216,5,0,5,"69b6dac24f3a298e81b97889"
2237,5,"r1",2,2.223,5,1,2,"69b6dac24f3a298e81b97889"
2238,5,"r2",3,2.536,5,0,5,"69b6dac24f3a298e81b97889"
2239,5,"r2",6,1.511,5,0,5,"69b6dac24f3a298e81b97889"
2240,5,"r2",2,2.281,5,0,5,"69b6dac24f3a298e81b97889"
2241,5,"r1",4,2.314,5,1,4,"69b6dac24f3a298e81b97889"
2242,5,"r1",3,2.535,5,1,3,"69b6dac24f3a298e81b97889"
2243,5,"r2",7,1.229,5,0,5,"69b6dac24f3a298e81b97889"
2244,5,"r2",6,2.05,5,0,5,"69b6dac24f3a298e81b97889"
2245,5,"r2",7,1.64,5,0,5,"69b6dac24f3a298e81b97889"
2246,5,"r2",8,1.862,5,0,5,"69b6dac24f3a298e81b97889"
2247,5,"r2",7,1.682,5,0,5,"69b6dac24f3a298e81b97889"
2248,5,"r1",2,0.774,5,1,2,"69b6dac24f3a298e81b97889"
2249,5,"r2",7,1.625,5,0,5,"69b6dac24f3a298e81b97889"
2250,5,"r1",3,2.606,5,1,3,"69b6dac24f3a298e81b97889"
2251,5,"r1",3,1.791,5,1,3,"69b6dac24f3a298e81b97889"
2252,5,"r2",8,1.372,5,0,5,"69b6dac24f3a298e81b97889"
2253,5,"r1",4,2.095,5,1,4,"69b6dac24f3a298e81b97889"
2254,5,"r2",4,1.465,5,0,5,"69b6dac24f3a298e81b97889"
2255,5,"r2",6,2.1,5,0,5,"69b6dac24f3a298e81b97889"
2256,5,"r2",8,1.555,5,0,5,"69b6dac24f3a298e81b97889"
2257,5,"r2",6,1.652,5,0,5,"69b6dac24f3a298e81b97889"
2258,5,"r1",2,1.556,5,1,2,"69b6dac24f3a298e81b97889"
2259,5,"r2",8,1.348,5,0,5,"69b6dac24f3a298e81b97889"
2260,5,"r1",6,1.782,5,1,6,"69b6dac24f3a298e81b97889"
2261,5,"r1",3,1.541,5,1,3,"69b6dac24f3a298e81b97889"
2262,5,"r1",2,1.283,5,1,2,"69b6dac24f3a298e81b97889"
2263,5,"r2",4,1.666,5,0,5,"69b6dac24f3a298e81b97889"
2264,5,"r2",7,2.446,5,0,5,"69b6dac24f3a298e81b97889"
2265,5,"r2",6,1.503,5,0,5,"69b6dac24f3a298e81b97889"
2266,5,"r2",7,1.287,5,0,5,"69b6dac24f3a298e81b97889"
2267,5,"r2",8,0.661,5,0,5,"69b6dac24f3a298e81b97889"
2268,5,"r2",7,1.335,5,0,5,"69b6dac24f3a298e81b97889"
2269,5,"r2",6,1.879,5,0,5,"69b6dac24f3a298e81b97889"
2270,5,"r1",6,1.438,5,1,6,"69b6dac24f3a298e81b97889"
2271,5,"r2",8,1.67,5,0,5,"69b6dac24f3a298e81b97889"
2272,5,"r2",4,1.86,5,0,5,"69b6dac24f3a298e81b97889"
2273,5,"r2",3,2.213,5,0,5,"69b6dac24f3a298e81b97889"
2274,5,"r1",2,1.433,5,1,2,"69b6dac24f3a298e81b97889"
2275,5,"r1",3,1.811,5,1,3,"69b6dac24f3a298e81b97889"
2276,5,"r1",4,1.845,5,1,4,"69b6dac24f3a298e81b97889"
2277,5,"r2",2,2.393,5,0,5,"69b6dac24f3a298e81b97889"
2278,5,"r1",3,1.551,5,1,3,"69b6dac24f3a298e81b97889"
2279,5,"r2",7,1.406,5,0,5,"69b6dac24f3a298e81b97889"
2280,5,"r1",2,0.835,5,1,2,"69b6dac24f3a298e81b97889"
2281,5,"r2",7,0.789,5,0,5,"69b6dac24f3a298e81b97889"
2282,5,"r2",2,0.847,5,0,5,"69b6dac24f3a298e81b97889"
2283,5,"r2",6,0.877,5,0,5,"69b6dac24f3a298e81b97889"
2284,5,"r2",6,2.005,5,0,5,"69b6dac24f3a298e81b97889"
2285,5,"r2",8,0.683,5,0,5,"69b6dac24f3a298e81b97889"
2286,5,"r2",8,0.562,5,0,5,"69b6dac24f3a298e81b97889"
2287,5,"r1",4,1.023,5,1,4,"69b6dac24f3a298e81b97889"
2288,5,"r1",4,1.7,5,1,4,"69b6dac24f3a298e81b97889"
2289,5,"r1",3,0.713,5,1,3,"69b6dac24f3a298e81b97889"
2290,5,"r1",3,1.361,5,1,3,"69b6dac24f3a298e81b97889"
2291,5,"r1",4,1.245,5,1,4,"69b6dac24f3a298e81b97889"
2292,5,"r1",6,1.27,5,1,6,"69b6dac24f3a298e81b97889"
2293,5,"r1",3,1.331,5,1,3,"69b6dac24f3a298e81b97889"
2294,5,"r2",7,0.851,5,0,5,"69b6dac24f3a298e81b97889"
2295,5,"r2",8,0.91,5,0,5,"69b6dac24f3a298e81b97889"
2296,5,"r2",7,0.948,5,0,5,"69b6dac24f3a298e81b97889"
2297,5,"r1",4,1.782,5,1,4,"69b6dac24f3a298e81b97889"
2298,5,"r1",2,1.735,5,1,2,"69b6dac24f3a298e81b97889"
2299,5,"r1",4,1.375,5,1,4,"69b6dac24f3a298e81b97889"
2300,5,"r1",3,2.328,5,1,3,"69b6dac24f3a298e81b97889"
2301,5,"r2",3,1.444,5,0,5,"69b6dac24f3a298e81b97889"
2302,5,"r2",6,1.722,5,0,5,"69b6dac24f3a298e81b97889"
2303,5,"r2",8,1.584,5,0,5,"69b6dac24f3a298e81b97889"
2304,5,"r2",7,1.63,5,0,5,"69b6dac24f3a298e81b97889"
2305,5,"r1",7,1.186,5,1,7,"69b6dac24f3a298e81b97889"
2306,5,"r2",8,0.883,5,0,5,"69b6dac24f3a298e81b97889"
2307,5,"r2",7,1.644,5,0,5,"69b6dac24f3a298e81b97889"
2308,5,"r1",6,0.744,5,1,6,"69b6dac24f3a298e81b97889"
2309,5,"r2",8,0.939,5,0,5,"69b6dac24f3a298e81b97889"
2310,5,"r2",2,1.355,5,0,5,"69b6dac24f3a298e81b97889"
2311,5,"r1",6,0.579,5,1,6,"69b6dac24f3a298e81b97889"
2312,5,"r2",2,1.078,5,0,5,"69b6dac24f3a298e81b97889"
2313,5,"r2",4,0.808,5,0,5,"69b6dac24f3a298e81b97889"
2314,5,"r1",6,0.836,5,1,6,"69b6dac24f3a298e81b97889"
2315,5,"r2",4,1.277,5,0,5,"69b6dac24f3a298e81b97889"
2316,5,"r1",6,0.653,5,1,6,"69b6dac24f3a298e81b97889"
2317,5,"r1",2,1.577,5,1,2,"69b6dac24f3a298e81b97889"
2318,5,"r2",4,1.608,5,0,5,"69b6dac24f3a298e81b97889"
2319,5,"r2",7,1.497,5,0,5,"69b6dac24f3a298e81b97889"
2320,5,"r2",8,1.085,5,0,5,"69b6dac24f3a298e81b97889"
2321,5,"r2",8,0.797,5,0,5,"69b6dac24f3a298e81b97889"
2322,5,"r2",8,1.41,5,0,5,"69b6dac24f3a298e81b97889"
2323,5,"r2",7,1.197,5,0,5,"69b6dac24f3a298e81b97889"
2324,5,"r1",2,0.934,5,1,2,"69b6dac24f3a298e81b97889"
2325,5,"r1",3,1.049,5,1,3,"69b6dac24f3a298e81b97889"
2326,5,"r2",7,1.059,5,0,5,"69b6dac24f3a298e81b97889"
2327,5,"r1",3,1.317,5,1,3,"69b6dac24f3a298e81b97889"
2328,5,"r1",2,1.005,5,1,2,"69b6dac24f3a298e81b97889"
2329,5,"r2",4,1.808,5,0,5,"69b6dac24f3a298e81b97889"
2330,5,"r1",3,1.641,5,1,3,"69b6dac24f3a298e81b97889"
2331,5,"r1",2,1.417,5,1,2,"69b6dac24f3a298e81b97889"
2332,5,"r2",7,0.743,5,0,5,"69b6dac24f3a298e81b97889"
2333,5,"r2",8,0.988,5,0,5,"69b6dac24f3a298e81b97889"
2334,5,"r1",4,0.967,5,1,4,"69b6dac24f3a298e81b97889"
2335,5,"r2",7,1.571,5,0,5,"69b6dac24f3a298e81b97889"
2336,5,"r2",6,1.491,5,0,5,"69b6dac24f3a298e81b97889"
2337,5,"r2",6,0.873,5,0,5,"69b6dac24f3a298e81b97889"
2338,5,"r1",3,1.133,5,1,3,"69b6dac24f3a298e81b97889"
2339,5,"r2",8,0.688,5,0,5,"69b6dac24f3a298e81b97889"
2340,5,"r2",7,1.03,5,0,5,"69b6dac24f3a298e81b97889"
2341,5,"r1",2,0.906,5,1,2,"69b6dac24f3a298e81b97889"
2342,5,"r2",6,1.553,5,0,5,"69b6dac24f3a298e81b97889"
2343,5,"r1",3,0.873,5,1,3,"69b6dac24f3a298e81b97889"
2344,5,"r1",3,1.163,5,1,3,"69b6dac24f3a298e81b97889"
2345,5,"r1",4,1.663,5,1,4,"69b6dac24f3a298e81b97889"
2346,5,"r2",4,0.985,5,0,5,"69b6dac24f3a298e81b97889"
2347,5,"r1",2,0.958,5,1,2,"69b6dac24f3a298e81b97889"
2348,5,"r2",6,1.198,5,0,5,"69b6dac24f3a298e81b97889"
2349,5,"r2",4,1.016,5,0,5,"69b6dac24f3a298e81b97889"
2350,5,"r2",6,0.986,5,0,5,"69b6dac24f3a298e81b97889"
2351,5,"r2",7,0.889,5,0,5,"69b6dac24f3a298e81b97889"
2352,5,"r2",6,1.172,5,0,5,"69b6dac24f3a298e81b97889"
2353,5,"r1",4,1.338,5,1,4,"69b6dac24f3a298e81b97889"
2354,5,"r2",4,1.255,5,0,5,"69b6dac24f3a298e81b97889"
2355,5,"r1",3,0.897,5,1,3,"69b6dac24f3a298e81b97889"
2356,5,"r2",7,1.234,5,0,5,"69b6dac24f3a298e81b97889"
2357,5,"r2",7,0.793,5,0,5,"69b6dac24f3a298e81b97889"
2358,5,"r2",8,0.459,5,0,5,"69b6dac24f3a298e81b97889"
2359,5,"r1",2,0.694,5,1,2,"69b6dac24f3a298e81b97889"
2360,5,"r1",2,0.737,5,1,2,"69b6dac24f3a298e81b97889"
2361,5,"r1",3,0.867,5,1,3,"69b6dac24f3a298e81b97889"
2362,5,"r2",8,0.812,5,0,5,"69b6dac24f3a298e81b97889"
2363,5,"r1",3,1.593,5,1,3,"69b6dac24f3a298e81b97889"
2364,5,"r1",2,0.942,5,1,2,"69b6dac24f3a298e81b97889"
2365,8,"r1",3,3.103,5,1,3,"69c4562c17cbad318b08805c"
2366,8,"r2",7,2.822,5,0,5,"69c4562c17cbad318b08805c"
2367,8,"r1",4,4.021,5,1,4,"69c4562c17cbad318b08805c"
2368,8,"r1",4,1.81,5,1,4,"69c4562c17cbad318b08805c"
2369,8,"r1",6,2.441,5,1,6,"69c4562c17cbad318b08805c"
2370,8,"r2",8,3.289,5,0,5,"69c4562c17cbad318b08805c"
2371,8,"r1",6,1.306,5,1,6,"69c4562c17cbad318b08805c"
2372,8,"r1",2,1.924,5,1,2,"69c4562c17cbad318b08805c"
2373,8,"r1",2,1.684,5,1,2,"69c4562c17cbad318b08805c"
2374,8,"r1",7,2.839,5,1,7,"69c4562c17cbad318b08805c"
2375,8,"r2",8,2.327,5,0,5,"69c4562c17cbad318b08805c"
2376,8,"r2",7,1.785,5,0,5,"69c4562c17cbad318b08805c"
2377,8,"r1",3,1.869,5,1,3,"69c4562c17cbad318b08805c"
2378,8,"r2",8,1.957,5,0,5,"69c4562c17cbad318b08805c"
2379,8,"r1",2,2.279,5,1,2,"69c4562c17cbad318b08805c"
2380,8,"r2",6,1.784,5,0,5,"69c4562c17cbad318b08805c"
2381,8,"r1",3,1.262,5,1,3,"69c4562c17cbad318b08805c"
2382,8,"r1",4,1.094,5,1,4,"69c4562c17cbad318b08805c"
2383,8,"r1",4,2.408,5,1,4,"69c4562c17cbad318b08805c"
2384,8,"r1",4,1.71,5,1,4,"69c4562c17cbad318b08805c"
2385,8,"r1",6,2.815,5,1,6,"69c4562c17cbad318b08805c"
2386,8,"r2",7,2.368,5,0,5,"69c4562c17cbad318b08805c"
2387,8,"r2",6,3.285,5,0,5,"69c4562c17cbad318b08805c"
2388,8,"r2",7,2.236,5,0,5,"69c4562c17cbad318b08805c"
2389,8,"r2",4,2.027,5,0,5,"69c4562c17cbad318b08805c"
2390,8,"r2",4,3.045,5,0,5,"69c4562c17cbad318b08805c"
2391,8,"r1",8,2.495,5,1,8,"69c4562c17cbad318b08805c"
2392,8,"r1",3,1.864,5,1,3,"69c4562c17cbad318b08805c"
2393,8,"r1",4,1.839,5,1,4,"69c4562c17cbad318b08805c"
2394,8,"r2",6,2.62,5,0,5,"69c4562c17cbad318b08805c"
2395,8,"r2",2,1.867,5,0,5,"69c4562c17cbad318b08805c"
2396,8,"r1",3,2.727,5,1,3,"69c4562c17cbad318b08805c"
2397,8,"r1",3,1.982,5,1,3,"69c4562c17cbad318b08805c"
2398,8,"r2",8,1.251,5,0,5,"69c4562c17cbad318b08805c"
2399,8,"r2",2,2.55,5,0,5,"69c4562c17cbad318b08805c"
2400,8,"r2",6,2.304,5,0,5,"69c4562c17cbad318b08805c"
2401,8,"r2",7,1.73,5,0,5,"69c4562c17cbad318b08805c"
2402,8,"r1",3,1.273,5,1,3,"69c4562c17cbad318b08805c"
2403,8,"r1",7,1.853,5,1,7,"69c4562c17cbad318b08805c"
2404,8,"r2",8,1.194,5,0,5,"69c4562c17cbad318b08805c"
2405,8,"r2",2,2.068,5,0,5,"69c4562c17cbad318b08805c"
2406,8,"r1",4,2.511,5,1,4,"69c4562c17cbad318b08805c"
2407,8,"r1",3,1.873,5,1,3,"69c4562c17cbad318b08805c"
2408,8,"r2",7,2.239,5,0,5,"69c4562c17cbad318b08805c"
2409,8,"r2",4,2.878,5,0,5,"69c4562c17cbad318b08805c"
2410,8,"r1",8,1.559,5,1,8,"69c4562c17cbad318b08805c"
2411,8,"r1",4,1.731,5,1,4,"69c4562c17cbad318b08805c"
2412,8,"r2",3,1.886,5,0,5,"69c4562c17cbad318b08805c"
2413,8,"r2",6,2.216,5,0,5,"69c4562c17cbad318b08805c"
2414,8,"r1",6,1.835,5,1,6,"69c4562c17cbad318b08805c"
2415,8,"r1",4,3.944,5,1,4,"69c4562c17cbad318b08805c"
2416,8,"r2",8,1.817,5,0,5,"69c4562c17cbad318b08805c"
2417,8,"r2",6,1.969,5,0,5,"69c4562c17cbad318b08805c"
2418,8,"r1",6,1.941,5,1,6,"69c4562c17cbad318b08805c"
2419,8,"r1",2,2.484,5,1,2,"69c4562c17cbad318b08805c"
2420,8,"r1",4,3.417,5,1,4,"69c4562c17cbad318b08805c"
2421,8,"r2",3,1.133,5,0,5,"69c4562c17cbad318b08805c"
2422,8,"r2",6,2.526,5,0,5,"69c4562c17cbad318b08805c"
2423,8,"r2",2,1.622,5,0,5,"69c4562c17cbad318b08805c"
2424,8,"r2",8,1.635,5,0,5,"69c4562c17cbad318b08805c"
2425,8,"r1",2,1.613,5,1,2,"69c4562c17cbad318b08805c"
2426,8,"r1",7,1.972,5,1,7,"69c4562c17cbad318b08805c"
2427,8,"r1",3,3.011,5,1,3,"69c4562c17cbad318b08805c"
2428,8,"r1",4,1.234,5,1,4,"69c4562c17cbad318b08805c"
2429,8,"r2",8,1.716,5,0,5,"69c4562c17cbad318b08805c"
2430,8,"r2",7,3.326,5,0,5,"69c4562c17cbad318b08805c"
2431,8,"r1",2,2.839,5,1,2,"69c4562c17cbad318b08805c"
2432,8,"r1",6,2.425,5,1,6,"69c4562c17cbad318b08805c"
2433,8,"r2",8,1.591,5,0,5,"69c4562c17cbad318b08805c"
2434,8,"r2",3,2.064,5,0,5,"69c4562c17cbad318b08805c"
2435,8,"r2",8,1.951,5,0,5,"69c4562c17cbad318b08805c"
2436,8,"r2",6,1.57,5,0,5,"69c4562c17cbad318b08805c"
2437,8,"r1",4,2.455,5,1,4,"69c4562c17cbad318b08805c"
2438,8,"r2",7,1.959,5,0,5,"69c4562c17cbad318b08805c"
2439,8,"r1",4,2.98,5,1,4,"69c4562c17cbad318b08805c"
2440,8,"r1",4,1.277,5,1,4,"69c4562c17cbad318b08805c"
2441,8,"r1",7,1.31,5,1,7,"69c4562c17cbad318b08805c"
2442,8,"r2",4,0.843,5,0,5,"69c4562c17cbad318b08805c"
2443,8,"r1",6,1.492,5,1,6,"69c4562c17cbad318b08805c"
2444,8,"r1",3,2.733,5,1,3,"69c4562c17cbad318b08805c"
2445,8,"r2",8,1.437,5,0,5,"69c4562c17cbad318b08805c"
2446,8,"r1",4,2.11,5,1,4,"69c4562c17cbad318b08805c"
2447,8,"r2",7,0.783,5,0,5,"69c4562c17cbad318b08805c"
2448,8,"r1",2,2.072,5,1,2,"69c4562c17cbad318b08805c"
2449,8,"r2",6,1.458,5,0,5,"69c4562c17cbad318b08805c"
2450,8,"r1",2,1.927,5,1,2,"69c4562c17cbad318b08805c"
2451,8,"r2",8,1.602,5,0,5,"69c4562c17cbad318b08805c"
2452,8,"r1",2,3.891,5,1,2,"69c4562c17cbad318b08805c"
2453,8,"r2",6,1.335,5,0,5,"69c4562c17cbad318b08805c"
2454,8,"r2",7,1.626,5,0,5,"69c4562c17cbad318b08805c"
2455,8,"r1",4,1.452,5,1,4,"69c4562c17cbad318b08805c"
2456,8,"r2",6,1.764,5,0,5,"69c4562c17cbad318b08805c"
2457,8,"r1",4,1.71,5,1,4,"69c4562c17cbad318b08805c"
2458,8,"r2",3,0.993,5,0,5,"69c4562c17cbad318b08805c"
2459,8,"r1",2,3.711,5,1,2,"69c4562c17cbad318b08805c"
2460,8,"r2",4,1.925,5,0,5,"69c4562c17cbad318b08805c"
2461,8,"r1",2,0.944,5,1,2,"69c4562c17cbad318b08805c"
2462,8,"r2",8,1.382,5,0,5,"69c4562c17cbad318b08805c"
2463,8,"r2",3,1.519,5,0,5,"69c4562c17cbad318b08805c"
2464,6,"r1",4,1.852,5,1,4,"69bc0ba177847fde0a18ec3d"
2465,6,"r2",4,2.442,5,0,5,"69bc0ba177847fde0a18ec3d"
2466,6,"r1",3,1.707,5,1,3,"69bc0ba177847fde0a18ec3d"
2467,6,"r1",6,2.21,5,1,6,"69bc0ba177847fde0a18ec3d"
2468,6,"r2",6,1.934,5,0,5,"69bc0ba177847fde0a18ec3d"
2469,6,"r1",6,2.546,5,1,6,"69bc0ba177847fde0a18ec3d"
2470,6,"r1",2,2.024,5,1,2,"69bc0ba177847fde0a18ec3d"
2471,6,"r2",7,3.434,5,0,5,"69bc0ba177847fde0a18ec3d"
2472,6,"r1",3,3.588,5,1,3,"69bc0ba177847fde0a18ec3d"
2473,6,"r2",8,2.662,5,0,5,"69bc0ba177847fde0a18ec3d"
2474,6,"r1",2,1.741,5,1,2,"69bc0ba177847fde0a18ec3d"
2475,6,"r2",8,2.067,5,0,5,"69bc0ba177847fde0a18ec3d"
2476,6,"r1",3,1.995,5,1,3,"69bc0ba177847fde0a18ec3d"
2477,6,"r2",4,2.127,5,0,5,"69bc0ba177847fde0a18ec3d"
2478,6,"r2",8,1.71,5,0,5,"69bc0ba177847fde0a18ec3d"
2479,6,"r1",2,2.041,5,1,2,"69bc0ba177847fde0a18ec3d"
2480,6,"r1",4,1.983,5,1,4,"69bc0ba177847fde0a18ec3d"
2481,6,"r2",8,1.891,5,0,5,"69bc0ba177847fde0a18ec3d"
2482,6,"r1",2,2.477,5,1,2,"69bc0ba177847fde0a18ec3d"
2483,6,"r1",4,1.847,5,1,4,"69bc0ba177847fde0a18ec3d"
2484,6,"r2",7,2.31,5,0,5,"69bc0ba177847fde0a18ec3d"
