"trial","subject","R","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
1406,17,"r1",2,1.582,5,1,2,"69ea501f7c2740d540da0443"
1407,17,"r2",6,1.733,5,0,5,"69ea501f7c2740d540da0443"
1408,17,"r2",8,1.622,5,0,5,"69ea501f7c2740d540da0443"
1409,17,"r2",2,2.229,5,0,5,"69ea501f7c2740d540da0443"
1410,17,"r2",8,2.063,5,0,5,"69ea501f7c2740d540da0443"
1411,17,"r1",4,1.849,5,1,4,"69ea501f7c2740d540da0443"
1412,17,"r2",3,1.479,5,0,5,"69ea501f7c2740d540da0443"
1413,17,"r1",4,1.71,5,1,4,"69ea501f7c2740d540da0443"
1414,17,"r2",7,1.515,5,0,5,"69ea501f7c2740d540da0443"
1415,17,"r1",4,1.527,5,1,4,"69ea501f7c2740d540da0443"
1416,17,"r2",8,1.747,5,0,5,"69ea501f7c2740d540da0443"
1417,17,"r1",4,1.864,5,1,4,"69ea501f7c2740d540da0443"
1418,17,"r1",2,1.694,5,1,2,"69ea501f7c2740d540da0443"
1419,17,"r2",7,1.703,5,0,5,"69ea501f7c2740d540da0443"
1420,17,"r2",6,2.063,5,0,5,"69ea501f7c2740d540da0443"
1421,17,"r1",2,1.559,5,1,2,"69ea501f7c2740d540da0443"
1422,17,"r2",8,1.716,5,0,5,"69ea501f7c2740d540da0443"
1423,17,"r2",6,1.479,5,0,5,"69ea501f7c2740d540da0443"
1424,17,"r2",6,1.877,5,0,5,"69ea501f7c2740d540da0443"
1425,17,"r2",4,2.109,5,0,5,"69ea501f7c2740d540da0443"
1426,17,"r1",2,1.526,5,1,2,"69ea501f7c2740d540da0443"
1427,17,"r1",3,1.614,5,1,3,"69ea501f7c2740d540da0443"
1428,17,"r2",7,1.47,5,0,5,"69ea501f7c2740d540da0443"
1429,17,"r2",6,1.264,5,0,5,"69ea501f7c2740d540da0443"
1430,17,"r1",2,0.935,5,1,2,"69ea501f7c2740d540da0443"
1431,17,"r2",7,0.771,5,0,5,"69ea501f7c2740d540da0443"
1432,17,"r1",4,0.92,5,1,4,"69ea501f7c2740d540da0443"
1433,17,"r2",8,1.015,5,0,5,"69ea501f7c2740d540da0443"
1434,17,"r2",6,2.12,5,0,5,"69ea501f7c2740d540da0443"
1435,17,"r1",6,1.384,5,1,6,"69ea501f7c2740d540da0443"
1436,17,"r1",2,1.081,5,1,2,"69ea501f7c2740d540da0443"
1437,17,"r2",4,0.891,5,0,5,"69ea501f7c2740d540da0443"
1438,17,"r1",3,1.146,5,1,3,"69ea501f7c2740d540da0443"
1439,17,"r2",8,1.204,5,0,5,"69ea501f7c2740d540da0443"
1440,17,"r2",7,1.092,5,0,5,"69ea501f7c2740d540da0443"
1441,17,"r1",4,1.643,5,1,4,"69ea501f7c2740d540da0443"
1442,17,"r1",3,1.766,5,1,3,"69ea501f7c2740d540da0443"
1443,17,"r1",3,1.987,5,1,3,"69ea501f7c2740d540da0443"
1444,17,"r2",7,1.974,5,0,5,"69ea501f7c2740d540da0443"
1445,17,"r1",2,1.013,5,1,2,"69ea501f7c2740d540da0443"
1446,18,"r2",7,1.341,5,0,5,"69ea7eb1026754c383c71dcb"
1447,18,"r2",7,1.046,5,0,5,"69ea7eb1026754c383c71dcb"
1448,18,"r1",6,1.534,5,1,6,"69ea7eb1026754c383c71dcb"
1449,18,"r1",4,1.39,5,1,4,"69ea7eb1026754c383c71dcb"
1450,18,"r1",6,1.988,5,1,6,"69ea7eb1026754c383c71dcb"
1451,18,"r1",6,1.24,5,1,6,"69ea7eb1026754c383c71dcb"
1452,18,"r2",3,1.242,5,0,5,"69ea7eb1026754c383c71dcb"
1453,18,"r1",8,0.795,5,1,8,"69ea7eb1026754c383c71dcb"
1454,18,"r1",4,1.39,5,1,4,"69ea7eb1026754c383c71dcb"
1455,18,"r1",2,1.283,5,1,2,"69ea7eb1026754c383c71dcb"
1456,18,"r1",2,1.597,5,1,2,"69ea7eb1026754c383c71dcb"
1457,18,"r1",2,1.439,5,1,2,"69ea7eb1026754c383c71dcb"
1458,18,"r1",3,1.28,5,1,3,"69ea7eb1026754c383c71dcb"
1459,18,"r1",3,1.014,5,1,3,"69ea7eb1026754c383c71dcb"
1460,18,"r1",4,1.055,5,1,4,"69ea7eb1026754c383c71dcb"
1461,18,"r2",7,0.924,5,0,5,"69ea7eb1026754c383c71dcb"
1462,18,"r2",8,1.009,5,0,5,"69ea7eb1026754c383c71dcb"
1463,18,"r1",4,1.84,5,1,4,"69ea7eb1026754c383c71dcb"
1464,18,"r1",3,1.311,5,1,3,"69ea7eb1026754c383c71dcb"
1465,18,"r2",2,0.581,5,0,5,"69ea7eb1026754c383c71dcb"
1466,18,"r2",7,1.035,5,0,5,"69ea7eb1026754c383c71dcb"
1467,18,"r2",7,1.503,5,0,5,"69ea7eb1026754c383c71dcb"
1468,18,"r1",3,1.227,5,1,3,"69ea7eb1026754c383c71dcb"
1469,18,"r1",8,0.995,5,1,8,"69ea7eb1026754c383c71dcb"
1470,18,"r2",8,0.641,5,0,5,"69ea7eb1026754c383c71dcb"
1471,18,"r1",2,1.151,5,1,2,"69ea7eb1026754c383c71dcb"
1472,18,"r1",3,1.024,5,1,3,"69ea7eb1026754c383c71dcb"
1473,18,"r1",6,1.121,5,1,6,"69ea7eb1026754c383c71dcb"
1474,18,"r2",8,0.969,5,0,5,"69ea7eb1026754c383c71dcb"
1475,18,"r2",6,1.633,5,0,5,"69ea7eb1026754c383c71dcb"
1476,18,"r1",6,1.174,5,1,6,"69ea7eb1026754c383c71dcb"
1477,18,"r1",4,1.355,5,1,4,"69ea7eb1026754c383c71dcb"
1478,18,"r2",7,0.765,5,0,5,"69ea7eb1026754c383c71dcb"
1479,18,"r1",2,0.985,5,1,2,"69ea7eb1026754c383c71dcb"
1480,18,"r2",4,0.76,5,0,5,"69ea7eb1026754c383c71dcb"
1481,18,"r2",2,1.759,5,0,5,"69ea7eb1026754c383c71dcb"
1482,18,"r1",2,0.738,5,1,2,"69ea7eb1026754c383c71dcb"
1483,18,"r2",8,1.363,5,0,5,"69ea7eb1026754c383c71dcb"
1484,18,"r2",6,1.082,5,0,5,"69ea7eb1026754c383c71dcb"
1485,18,"r2",8,0.774,5,0,5,"69ea7eb1026754c383c71dcb"
1486,18,"r1",3,0.836,5,1,3,"69ea7eb1026754c383c71dcb"
1487,18,"r2",3,0.93,5,0,5,"69ea7eb1026754c383c71dcb"
1488,18,"r2",7,0.973,5,0,5,"69ea7eb1026754c383c71dcb"
1489,18,"r1",4,0.935,5,1,4,"69ea7eb1026754c383c71dcb"
1490,18,"r2",7,0.72,5,0,5,"69ea7eb1026754c383c71dcb"
1491,18,"r2",6,1.117,5,0,5,"69ea7eb1026754c383c71dcb"
1492,18,"r1",4,0.739,5,1,4,"69ea7eb1026754c383c71dcb"
1493,18,"r1",4,1.321,5,1,4,"69ea7eb1026754c383c71dcb"
1494,18,"r2",8,1.198,5,0,5,"69ea7eb1026754c383c71dcb"
1495,18,"r1",3,0.883,5,1,3,"69ea7eb1026754c383c71dcb"
1496,18,"r2",7,0.988,5,0,5,"69ea7eb1026754c383c71dcb"
1497,18,"r1",4,1.157,5,1,4,"69ea7eb1026754c383c71dcb"
1498,18,"r1",3,1.155,5,1,3,"69ea7eb1026754c383c71dcb"
1499,18,"r2",8,0.697,5,0,5,"69ea7eb1026754c383c71dcb"
1500,18,"r1",2,1.107,5,1,2,"69ea7eb1026754c383c71dcb"
1501,18,"r2",7,1.128,5,0,5,"69ea7eb1026754c383c71dcb"
1502,18,"r2",6,1.399,5,0,5,"69ea7eb1026754c383c71dcb"
1503,18,"r2",7,1.394,5,0,5,"69ea7eb1026754c383c71dcb"
1504,18,"r2",4,1.842,5,0,5,"69ea7eb1026754c383c71dcb"
1505,18,"r1",4,1.333,5,1,4,"69ea7eb1026754c383c71dcb"
1506,18,"r2",6,0.656,5,0,5,"69ea7eb1026754c383c71dcb"
1507,18,"r2",8,0.745,5,0,5,"69ea7eb1026754c383c71dcb"
1508,18,"r2",7,0.843,5,0,5,"69ea7eb1026754c383c71dcb"
1509,18,"r2",3,1.335,5,0,5,"69ea7eb1026754c383c71dcb"
1510,18,"r1",2,1,5,1,2,"69ea7eb1026754c383c71dcb"
1511,18,"r1",4,1.48,5,1,4,"69ea7eb1026754c383c71dcb"
1512,18,"r2",8,0.959,5,0,5,"69ea7eb1026754c383c71dcb"
1513,18,"r2",6,1.131,5,0,5,"69ea7eb1026754c383c71dcb"
1514,18,"r1",7,1.806,5,1,7,"69ea7eb1026754c383c71dcb"
1515,18,"r1",6,1.149,5,1,6,"69ea7eb1026754c383c71dcb"
1516,18,"r2",7,1.31,5,0,5,"69ea7eb1026754c383c71dcb"
1517,18,"r2",6,0.827,5,0,5,"69ea7eb1026754c383c71dcb"
1518,18,"r1",4,1.06,5,1,4,"69ea7eb1026754c383c71dcb"
1519,18,"r2",4,1.267,5,0,5,"69ea7eb1026754c383c71dcb"
1520,18,"r2",2,1.15,5,0,5,"69ea7eb1026754c383c71dcb"
1521,18,"r2",8,0.951,5,0,5,"69ea7eb1026754c383c71dcb"
1522,18,"r2",2,1.324,5,0,5,"69ea7eb1026754c383c71dcb"
1523,18,"r1",3,1.339,5,1,3,"69ea7eb1026754c383c71dcb"
1524,18,"r2",7,0.856,5,0,5,"69ea7eb1026754c383c71dcb"
1525,18,"r1",3,1.204,5,1,3,"69ea7eb1026754c383c71dcb"
1526,18,"r1",2,1.288,5,1,2,"69ea7eb1026754c383c71dcb"
1527,18,"r2",8,1.006,5,0,5,"69ea7eb1026754c383c71dcb"
1528,18,"r1",6,1.139,5,1,6,"69ea7eb1026754c383c71dcb"
1529,18,"r2",8,0.706,5,0,5,"69ea7eb1026754c383c71dcb"
1530,18,"r2",7,0.797,5,0,5,"69ea7eb1026754c383c71dcb"
1531,18,"r1",2,1.407,5,1,2,"69ea7eb1026754c383c71dcb"
1532,18,"r2",8,1.281,5,0,5,"69ea7eb1026754c383c71dcb"
1533,18,"r1",2,1.007,5,1,2,"69ea7eb1026754c383c71dcb"
1534,18,"r2",2,1.404,5,0,5,"69ea7eb1026754c383c71dcb"
1535,18,"r1",4,0.907,5,1,4,"69ea7eb1026754c383c71dcb"
1536,18,"r1",4,1.423,5,1,4,"69ea7eb1026754c383c71dcb"
1537,18,"r1",3,0.926,5,1,3,"69ea7eb1026754c383c71dcb"
1538,18,"r1",4,0.738,5,1,4,"69ea7eb1026754c383c71dcb"
1539,18,"r2",8,1.697,5,0,5,"69ea7eb1026754c383c71dcb"
1540,18,"r2",6,1.64,5,0,5,"69ea7eb1026754c383c71dcb"
1541,18,"r2",7,1.179,5,0,5,"69ea7eb1026754c383c71dcb"
1542,18,"r1",3,1.492,5,1,3,"69ea7eb1026754c383c71dcb"
1543,18,"r1",3,0.895,5,1,3,"69ea7eb1026754c383c71dcb"
1544,18,"r2",8,1.06,5,0,5,"69ea7eb1026754c383c71dcb"
1545,18,"r1",4,1.403,5,1,4,"69ea7eb1026754c383c71dcb"
1546,18,"r2",7,1.15,5,0,5,"69ea7eb1026754c383c71dcb"
1547,18,"r2",8,0.882,5,0,5,"69ea7eb1026754c383c71dcb"
1548,18,"r2",6,0.656,5,0,5,"69ea7eb1026754c383c71dcb"
1549,18,"r1",3,1,5,1,3,"69ea7eb1026754c383c71dcb"
1550,18,"r1",3,0.742,5,1,3,"69ea7eb1026754c383c71dcb"
1551,18,"r2",7,0.893,5,0,5,"69ea7eb1026754c383c71dcb"
1552,18,"r2",6,0.692,5,0,5,"69ea7eb1026754c383c71dcb"
1553,18,"r1",3,1.421,5,1,3,"69ea7eb1026754c383c71dcb"
1554,18,"r1",4,1.19,5,1,4,"69ea7eb1026754c383c71dcb"
1555,18,"r1",2,1.13,5,1,2,"69ea7eb1026754c383c71dcb"
1556,18,"r1",4,1.408,5,1,4,"69ea7eb1026754c383c71dcb"
1557,18,"r1",6,1.157,5,1,6,"69ea7eb1026754c383c71dcb"
1558,18,"r2",7,0.944,5,0,5,"69ea7eb1026754c383c71dcb"
1559,18,"r1",2,1.204,5,1,2,"69ea7eb1026754c383c71dcb"
1560,18,"r1",2,1.663,5,1,2,"69ea7eb1026754c383c71dcb"
1561,18,"r1",3,1.888,5,1,3,"69ea7eb1026754c383c71dcb"
1562,18,"r2",6,1.118,5,0,5,"69ea7eb1026754c383c71dcb"
1563,18,"r1",3,1.11,5,1,3,"69ea7eb1026754c383c71dcb"
1564,18,"r2",4,1.31,5,0,5,"69ea7eb1026754c383c71dcb"
1565,18,"r1",2,1.038,5,1,2,"69ea7eb1026754c383c71dcb"
1566,18,"r1",2,0.602,5,1,2,"69ea7eb1026754c383c71dcb"
1567,18,"r2",6,1.9,5,0,5,"69ea7eb1026754c383c71dcb"
1568,18,"r1",2,1.438,5,1,2,"69ea7eb1026754c383c71dcb"
1569,18,"r2",7,1.135,5,0,5,"69ea7eb1026754c383c71dcb"
1570,18,"r2",8,0.68,5,0,5,"69ea7eb1026754c383c71dcb"
1571,18,"r2",7,1.15,5,0,5,"69ea7eb1026754c383c71dcb"
1572,18,"r1",4,0.618,5,1,4,"69ea7eb1026754c383c71dcb"
1573,18,"r2",7,0.998,5,0,5,"69ea7eb1026754c383c71dcb"
1574,18,"r2",8,1.025,5,0,5,"69ea7eb1026754c383c71dcb"
1575,18,"r2",4,1.039,5,0,5,"69ea7eb1026754c383c71dcb"
1576,18,"r1",3,1.515,5,1,3,"69ea7eb1026754c383c71dcb"
1577,19,"r1",2,1.528,5,1,2,"69eb800832758d43f529f9af"
1578,19,"r2",6,2.223,5,0,5,"69eb800832758d43f529f9af"
1579,19,"r2",6,2.58,5,0,5,"69eb800832758d43f529f9af"
1580,19,"r1",2,1.289,5,1,2,"69eb800832758d43f529f9af"
1581,19,"r1",4,2.405,5,1,4,"69eb800832758d43f529f9af"
1582,19,"r1",3,1.337,5,1,3,"69eb800832758d43f529f9af"
1583,19,"r2",7,1.414,5,0,5,"69eb800832758d43f529f9af"
1584,19,"r2",7,1.803,5,0,5,"69eb800832758d43f529f9af"
1585,19,"r2",8,2.052,5,0,5,"69eb800832758d43f529f9af"
1586,19,"r1",4,1.552,5,1,4,"69eb800832758d43f529f9af"
1587,19,"r2",8,1.629,5,0,5,"69eb800832758d43f529f9af"
1588,19,"r1",2,1.462,5,1,2,"69eb800832758d43f529f9af"
1589,19,"r1",7,2.012,5,1,7,"69eb800832758d43f529f9af"
1590,19,"r1",3,1.555,5,1,3,"69eb800832758d43f529f9af"
1591,19,"r1",2,1.321,5,1,2,"69eb800832758d43f529f9af"
1592,19,"r1",2,1.949,5,1,2,"69eb800832758d43f529f9af"
1593,19,"r1",3,1.913,5,1,3,"69eb800832758d43f529f9af"
1594,19,"r1",2,1.658,5,1,2,"69eb800832758d43f529f9af"
1595,19,"r1",4,1.824,5,1,4,"69eb800832758d43f529f9af"
1596,19,"r1",4,1.788,5,1,4,"69eb800832758d43f529f9af"
1597,19,"r2",8,1.177,5,0,5,"69eb800832758d43f529f9af"
1598,19,"r1",7,1.616,5,1,7,"69eb800832758d43f529f9af"
1599,19,"r2",3,0.893,5,0,5,"69eb800832758d43f529f9af"
1600,19,"r2",6,1.297,5,0,5,"69eb800832758d43f529f9af"
1601,19,"r1",3,1.845,5,1,3,"69eb800832758d43f529f9af"
1602,19,"r2",6,2.157,5,0,5,"69eb800832758d43f529f9af"
1603,19,"r1",4,1.621,5,1,4,"69eb800832758d43f529f9af"
1604,19,"r2",7,1.409,5,0,5,"69eb800832758d43f529f9af"
1605,19,"r2",8,1.489,5,0,5,"69eb800832758d43f529f9af"
1606,19,"r2",8,1.475,5,0,5,"69eb800832758d43f529f9af"
1607,19,"r2",4,1.018,5,0,5,"69eb800832758d43f529f9af"
1608,19,"r2",8,1.557,5,0,5,"69eb800832758d43f529f9af"
1609,19,"r2",7,1.336,5,0,5,"69eb800832758d43f529f9af"
1610,19,"r1",3,1.133,5,1,3,"69eb800832758d43f529f9af"
1611,19,"r1",4,0.932,5,1,4,"69eb800832758d43f529f9af"
1612,19,"r2",7,1.171,5,0,5,"69eb800832758d43f529f9af"
1613,19,"r1",4,1.221,5,1,4,"69eb800832758d43f529f9af"
1614,19,"r2",8,0.867,5,0,5,"69eb800832758d43f529f9af"
1615,19,"r1",3,1.048,5,1,3,"69eb800832758d43f529f9af"
1616,19,"r1",3,1.559,5,1,3,"69eb800832758d43f529f9af"
1617,19,"r2",7,1.681,5,0,5,"69eb800832758d43f529f9af"
1618,19,"r1",6,1.236,5,1,6,"69eb800832758d43f529f9af"
1619,19,"r2",6,0.847,5,0,5,"69eb800832758d43f529f9af"
1620,19,"r1",2,0.912,5,1,2,"69eb800832758d43f529f9af"
1621,19,"r2",6,0.654,5,0,5,"69eb800832758d43f529f9af"
1622,19,"r2",2,0.827,5,0,5,"69eb800832758d43f529f9af"
1623,19,"r2",6,0.963,5,0,5,"69eb800832758d43f529f9af"
1624,19,"r1",3,1.451,5,1,3,"69eb800832758d43f529f9af"
1625,19,"r2",6,1.384,5,0,5,"69eb800832758d43f529f9af"
1626,19,"r2",7,1.408,5,0,5,"69eb800832758d43f529f9af"
1627,19,"r2",4,1.745,5,0,5,"69eb800832758d43f529f9af"
1628,19,"r1",2,1.198,5,1,2,"69eb800832758d43f529f9af"
1629,19,"r2",8,0.708,5,0,5,"69eb800832758d43f529f9af"
1630,19,"r1",4,1.003,5,1,4,"69eb800832758d43f529f9af"
1631,19,"r2",7,0.795,5,0,5,"69eb800832758d43f529f9af"
1632,19,"r2",6,1.289,5,0,5,"69eb800832758d43f529f9af"
1633,19,"r2",3,0.981,5,0,5,"69eb800832758d43f529f9af"
1634,19,"r2",8,0.742,5,0,5,"69eb800832758d43f529f9af"
1635,19,"r1",4,0.786,5,1,4,"69eb800832758d43f529f9af"
1636,19,"r1",3,1.573,5,1,3,"69eb800832758d43f529f9af"
1637,19,"r2",8,1.289,5,0,5,"69eb800832758d43f529f9af"
1638,19,"r2",7,1.182,5,0,5,"69eb800832758d43f529f9af"
1639,19,"r1",4,1.088,5,1,4,"69eb800832758d43f529f9af"
1640,19,"r1",2,1.209,5,1,2,"69eb800832758d43f529f9af"
1641,19,"r1",2,1.004,5,1,2,"69eb800832758d43f529f9af"
1642,19,"r2",6,1.286,5,0,5,"69eb800832758d43f529f9af"
1643,19,"r2",8,1.668,5,0,5,"69eb800832758d43f529f9af"
1644,19,"r2",7,1.524,5,0,5,"69eb800832758d43f529f9af"
1645,19,"r1",2,1.159,5,1,2,"69eb800832758d43f529f9af"
1646,19,"r2",4,1.355,5,0,5,"69eb800832758d43f529f9af"
1647,19,"r1",7,1.648,5,1,7,"69eb800832758d43f529f9af"
1648,19,"r2",6,1.479,5,0,5,"69eb800832758d43f529f9af"
1649,19,"r1",3,1.273,5,1,3,"69eb800832758d43f529f9af"
1650,19,"r2",3,0.804,5,0,5,"69eb800832758d43f529f9af"
1651,19,"r2",7,1.529,5,0,5,"69eb800832758d43f529f9af"
1652,19,"r1",4,1.249,5,1,4,"69eb800832758d43f529f9af"
1653,19,"r2",8,1.463,5,0,5,"69eb800832758d43f529f9af"
1654,19,"r2",6,1.232,5,0,5,"69eb800832758d43f529f9af"
1655,19,"r2",8,1.19,5,0,5,"69eb800832758d43f529f9af"
1656,19,"r1",2,1.329,5,1,2,"69eb800832758d43f529f9af"
1657,19,"r2",6,1.241,5,0,5,"69eb800832758d43f529f9af"
1658,19,"r2",7,1.927,5,0,5,"69eb800832758d43f529f9af"
1659,19,"r2",6,1.316,5,0,5,"69eb800832758d43f529f9af"
1660,19,"r2",3,0.745,5,0,5,"69eb800832758d43f529f9af"
1661,19,"r1",4,1.53,5,1,4,"69eb800832758d43f529f9af"
1662,19,"r1",3,1.155,5,1,3,"69eb800832758d43f529f9af"
1663,19,"r2",8,0.957,5,0,5,"69eb800832758d43f529f9af"
1664,19,"r2",8,0.545,5,0,5,"69eb800832758d43f529f9af"
1665,19,"r2",7,0.558,5,0,5,"69eb800832758d43f529f9af"
1666,19,"r1",4,2.528,5,1,4,"69eb800832758d43f529f9af"
1667,19,"r2",2,1.228,5,0,5,"69eb800832758d43f529f9af"
1668,19,"r2",8,1.076,5,0,5,"69eb800832758d43f529f9af"
1669,19,"r1",4,1.752,5,1,4,"69eb800832758d43f529f9af"
1670,19,"r1",2,1.321,5,1,2,"69eb800832758d43f529f9af"
1671,19,"r1",3,0.789,5,1,3,"69eb800832758d43f529f9af"
1672,19,"r2",8,1.385,5,0,5,"69eb800832758d43f529f9af"
1673,19,"r2",6,1.772,5,0,5,"69eb800832758d43f529f9af"
1674,19,"r2",6,1.303,5,0,5,"69eb800832758d43f529f9af"
1675,19,"r1",2,1.386,5,1,2,"69eb800832758d43f529f9af"
1676,19,"r2",7,1.015,5,0,5,"69eb800832758d43f529f9af"
1677,19,"r1",2,0.723,5,1,2,"69eb800832758d43f529f9af"
1678,19,"r2",4,0.851,5,0,5,"69eb800832758d43f529f9af"
1679,19,"r2",7,1.057,5,0,5,"69eb800832758d43f529f9af"
1680,19,"r1",2,1.57,5,1,2,"69eb800832758d43f529f9af"
1681,19,"r1",4,1.007,5,1,4,"69eb800832758d43f529f9af"
1682,19,"r2",6,1.092,5,0,5,"69eb800832758d43f529f9af"
1683,19,"r2",7,1.309,5,0,5,"69eb800832758d43f529f9af"
1684,19,"r1",4,1.577,5,1,4,"69eb800832758d43f529f9af"
1685,19,"r1",3,1.2,5,1,3,"69eb800832758d43f529f9af"
1686,19,"r1",3,1.892,5,1,3,"69eb800832758d43f529f9af"
1687,19,"r2",8,0.58,5,0,5,"69eb800832758d43f529f9af"
1688,19,"r2",3,0.769,5,0,5,"69eb800832758d43f529f9af"
1689,19,"r1",4,1.839,5,1,4,"69eb800832758d43f529f9af"
1690,19,"r2",6,1.91,5,0,5,"69eb800832758d43f529f9af"
1691,19,"r1",4,1.392,5,1,4,"69eb800832758d43f529f9af"
1692,19,"r1",4,1.954,5,1,4,"69eb800832758d43f529f9af"
1693,19,"r2",2,0.759,5,0,5,"69eb800832758d43f529f9af"
1694,19,"r2",8,1.883,5,0,5,"69eb800832758d43f529f9af"
1695,19,"r2",3,1.41,5,0,5,"69eb800832758d43f529f9af"
1696,19,"r1",3,2.003,5,1,3,"69eb800832758d43f529f9af"
1697,19,"r2",7,1.347,5,0,5,"69eb800832758d43f529f9af"
1698,19,"r2",6,0.907,5,0,5,"69eb800832758d43f529f9af"
1699,19,"r1",2,1.124,5,1,2,"69eb800832758d43f529f9af"
1700,19,"r2",7,1.873,5,0,5,"69eb800832758d43f529f9af"
1701,19,"r2",8,0.558,5,0,5,"69eb800832758d43f529f9af"
1702,19,"r1",2,1.349,5,1,2,"69eb800832758d43f529f9af"
1703,19,"r2",6,1.193,5,0,5,"69eb800832758d43f529f9af"
1704,19,"r1",3,1.713,5,1,3,"69eb800832758d43f529f9af"
1705,20,"r2",7,1.116,5,0,5,"69ee792c66e99d9dc5c7793f"
1706,20,"r1",3,0.699,5,1,3,"69ee792c66e99d9dc5c7793f"
1707,20,"r1",4,0.738,5,1,4,"69ee792c66e99d9dc5c7793f"
1708,20,"r1",3,0.882,5,1,3,"69ee792c66e99d9dc5c7793f"
1709,20,"r2",6,1.086,5,0,5,"69ee792c66e99d9dc5c7793f"
1710,20,"r1",7,1.159,5,1,7,"69ee792c66e99d9dc5c7793f"
1711,20,"r1",2,1.067,5,1,2,"69ee792c66e99d9dc5c7793f"
1712,20,"r2",8,1.329,5,0,5,"69ee792c66e99d9dc5c7793f"
1713,20,"r1",2,1.608,5,1,2,"69ee792c66e99d9dc5c7793f"
1714,20,"r2",8,1.915,5,0,5,"69ee792c66e99d9dc5c7793f"
1715,20,"r1",2,1.087,5,1,2,"69ee792c66e99d9dc5c7793f"
1716,20,"r2",6,0.714,5,0,5,"69ee792c66e99d9dc5c7793f"
1717,20,"r2",7,1.746,5,0,5,"69ee792c66e99d9dc5c7793f"
1718,20,"r1",4,0.874,5,1,4,"69ee792c66e99d9dc5c7793f"
1719,20,"r2",3,1.375,5,0,5,"69ee792c66e99d9dc5c7793f"
1720,20,"r2",8,1.417,5,0,5,"69ee792c66e99d9dc5c7793f"
1721,20,"r2",6,1.866,5,0,5,"69ee792c66e99d9dc5c7793f"
1722,20,"r2",8,1.373,5,0,5,"69ee792c66e99d9dc5c7793f"
1723,20,"r1",2,0.692,5,1,2,"69ee792c66e99d9dc5c7793f"
1724,20,"r1",3,0.692,5,1,3,"69ee792c66e99d9dc5c7793f"
1725,20,"r2",8,0.846,5,0,5,"69ee792c66e99d9dc5c7793f"
1726,20,"r1",4,0.848,5,1,4,"69ee792c66e99d9dc5c7793f"
1727,20,"r1",7,0.697,5,1,7,"69ee792c66e99d9dc5c7793f"
1728,20,"r1",4,1.179,5,1,4,"69ee792c66e99d9dc5c7793f"
1729,20,"r1",2,0.774,5,1,2,"69ee792c66e99d9dc5c7793f"
1730,20,"r2",3,0.953,5,0,5,"69ee792c66e99d9dc5c7793f"
1731,20,"r1",7,0.636,5,1,7,"69ee792c66e99d9dc5c7793f"
1732,20,"r1",4,0.649,5,1,4,"69ee792c66e99d9dc5c7793f"
1733,20,"r2",7,0.737,5,0,5,"69ee792c66e99d9dc5c7793f"
1734,20,"r2",3,0.859,5,0,5,"69ee792c66e99d9dc5c7793f"
1735,20,"r1",6,0.711,5,1,6,"69ee792c66e99d9dc5c7793f"
1736,20,"r1",6,0.932,5,1,6,"69ee792c66e99d9dc5c7793f"
1737,20,"r1",6,0.765,5,1,6,"69ee792c66e99d9dc5c7793f"
1738,20,"r2",8,0.965,5,0,5,"69ee792c66e99d9dc5c7793f"
1739,20,"r1",2,0.982,5,1,2,"69ee792c66e99d9dc5c7793f"
1740,20,"r1",3,0.991,5,1,3,"69ee792c66e99d9dc5c7793f"
1741,20,"r1",4,1.419,5,1,4,"69ee792c66e99d9dc5c7793f"
1742,20,"r2",7,2.261,5,0,5,"69ee792c66e99d9dc5c7793f"
1743,20,"r2",6,0.819,5,0,5,"69ee792c66e99d9dc5c7793f"
1744,20,"r2",8,1.236,5,0,5,"69ee792c66e99d9dc5c7793f"
1745,20,"r2",2,0.745,5,0,5,"69ee792c66e99d9dc5c7793f"
1746,20,"r1",4,0.831,5,1,4,"69ee792c66e99d9dc5c7793f"
1747,20,"r2",4,0.738,5,0,5,"69ee792c66e99d9dc5c7793f"
1748,20,"r2",6,1.396,5,0,5,"69ee792c66e99d9dc5c7793f"
1749,20,"r2",8,0.999,5,0,5,"69ee792c66e99d9dc5c7793f"
1750,20,"r2",2,1.308,5,0,5,"69ee792c66e99d9dc5c7793f"
1751,20,"r2",6,0.859,5,0,5,"69ee792c66e99d9dc5c7793f"
1752,20,"r1",3,1.893,5,1,3,"69ee792c66e99d9dc5c7793f"
1753,20,"r2",8,2.186,5,0,5,"69ee792c66e99d9dc5c7793f"
1754,20,"r1",7,1.78,5,1,7,"69ee792c66e99d9dc5c7793f"
1755,20,"r1",3,1.189,5,1,3,"69ee792c66e99d9dc5c7793f"
1756,20,"r2",6,0.818,5,0,5,"69ee792c66e99d9dc5c7793f"
1757,20,"r2",4,0.937,5,0,5,"69ee792c66e99d9dc5c7793f"
1758,20,"r2",8,0.985,5,0,5,"69ee792c66e99d9dc5c7793f"
1759,20,"r1",2,1.146,5,1,2,"69ee792c66e99d9dc5c7793f"
1760,20,"r2",4,1.106,5,0,5,"69ee792c66e99d9dc5c7793f"
1761,20,"r2",3,0.747,5,0,5,"69ee792c66e99d9dc5c7793f"
1762,20,"r1",2,0.784,5,1,2,"69ee792c66e99d9dc5c7793f"
1763,20,"r2",7,0.715,5,0,5,"69ee792c66e99d9dc5c7793f"
1764,20,"r1",6,1.162,5,1,6,"69ee792c66e99d9dc5c7793f"
